0,0.148565,0.169793
1,0.169793,0.191021
2,0.191021,0.219325
3,0.219325,0.240552
4,0.240552,0.268856
5,0.268856,0.290084
6,0.290084,0.311312
7,0.311312,0.339615
8,0.339615,0.360843
9,0.360843,0.382071
10,0.382071,0.410375
11,0.410375,0.431602
12,0.431602,0.452830
13,0.452830,0.481134
14,0.481134,0.502362
15,0.502362,0.523590
16,0.523590,0.544817
17,0.544817,0.566045
18,0.566045,0.587273
19,0.587273,0.615577
20,0.615577,0.636804
21,0.636804,0.658032
22,0.658032,0.679260
23,0.679260,0.700488
24,0.700488,0.721715
25,0.721715,0.742943
26,0.742943,0.764171
27,0.764171,0.778323
28,0.778323,0.799551
29,0.799551,0.820778
30,0.820778,0.842006
31,0.842006,0.863234
32,0.863234,0.877386
33,0.877386,0.898614
34,0.898614,0.919841
35,0.919841,0.933993
36,0.933993,0.955221
37,0.955221,0.969373
38,0.969373,0.990601
39,0.990601,1.004753
40,1.004753,1.025980
41,1.025980,1.040132
42,1.040132,1.054284
43,1.054284,1.075512
44,1.075512,1.089664
45,1.089664,1.103816
46,1.103816,1.117967
47,1.117967,1.132119
48,1.132119,1.146271
49,1.146271,1.160423
50,1.160423,1.174575
51,1.174575,1.188727
52,1.188727,1.202878
53,1.202878,1.217030
54,1.217030,1.224106
55,1.224106,1.238258
56,1.238258,1.252410
57,1.252410,1.259486
58,1.259486,1.273638
59,1.273638,1.280714
60,1.280714,1.294866
61,1.294866,1.301941
62,1.301941,1.316093
63,1.316093,1.323169
64,1.323169,1.330245
65,1.330245,1.337321
66,1.337321,1.344397
67,1.344397,1.351473
68,1.351473,1.358549
69,1.358549,1.365625
70,1.365625,1.372701
71,1.372701,1.379777
72,1.379777,1.386853
73,1.386853,1.386853
74,1.386853,1.393928
75,1.393928,1.393928
76,1.393928,1.401004
77,1.401004,1.401004
78,1.401004,1.408080
79,1.408080,1.408080
80,1.408080,1.408080
81,1.408080,1.415156
82,1.415156,1.415156
83,1.415156,1.415156
84,1.415156,1.415156
85,1.415156,1.415156
86,1.415156,1.415156
87,1.415156,1.415156
88,1.415156,1.415156
89,1.415156,1.408080
90,1.408080,1.408080
91,1.408080,1.408080
92,1.408080,1.401004
93,1.401004,1.401004
94,1.401004,1.393928
95,1.393928,1.393928
96,1.393928,1.386853
97,1.386853,1.379777
98,1.379777,1.372701
99,1.372701,1.372701
100,1.372701,1.365625
101,1.365625,1.358549
102,1.358549,1.351473
103,1.351473,1.344397
104,1.344397,1.337321
105,1.337321,1.323169
106,1.323169,1.316093
107,1.316093,1.309017
108,1.309017,1.301941
109,1.301941,1.287790
110,1.287790,1.280714
111,1.280714,1.266562
112,1.266562,1.259486
113,1.259486,1.245334
114,1.245334,1.231182
115,1.231182,1.224106
116,1.224106,1.209954
117,1.209954,1.195803
118,1.195803,1.181651
119,1.181651,1.167499
120,1.167499,1.153347
121,1.153347,1.139195
122,1.139195,1.125043
123,1.125043,1.110891
124,1.110891,1.096740
125,1.096740,1.082588
126,1.082588,1.068436
127,1.068436,1.047208
128,1.047208,1.033056
129,1.033056,1.018904
130,1.018904,0.997677
131,0.997677,0.983525
132,0.983525,0.962297
133,0.962297,0.948145
134,0.948145,0.926917
135,0.926917,0.905690
136,0.905690,0.891538
137,0.891538,0.870310
138,0.870310,0.849082
139,0.849082,0.834930
140,0.834930,0.813703
141,0.813703,0.792475
142,0.792475,0.771247
143,0.771247,0.750019
144,0.750019,0.728791
145,0.728791,0.707564
146,0.707564,0.686336
147,0.686336,0.665108
148,0.665108,0.643880
149,0.643880,0.622652
150,0.622652,0.601425
151,0.601425,0.580197
152,0.580197,0.558969
153,0.558969,0.537741
154,0.537741,0.509438
155,0.509438,0.488210
156,0.488210,0.466982
157,0.466982,0.445754
158,0.445754,0.417451
159,0.417451,0.396223
160,0.396223,0.374995
161,0.374995,0.346691
162,0.346691,0.325464
163,0.325464,0.304236
164,0.304236,0.275932
165,0.275932,0.254704
166,0.254704,0.233477
167,0.233477,0.205173
168,0.205173,0.183945
169,0.183945,0.155641
170,0.155641,0.134414
171,0.134414,0.106110
172,0.106110,0.084882
173,0.084882,0.063654
174,0.063654,0.035351
175,0.035351,0.014123
176,0.014123,-0.014181
177,-0.014181,-0.035409
178,-0.035409,-0.063712
179,-0.063712,-0.084940
180,-0.084940,-0.106168
181,-0.106168,-0.134472
182,-0.134472,-0.155699
183,-0.155699,-0.184003
184,-0.184003,-0.205231
185,-0.205231,-0.233535
186,-0.233535,-0.254762
187,-0.254762,-0.275990
188,-0.275990,-0.304294
189,-0.304294,-0.325522
190,-0.325522,-0.346749
191,-0.346749,-0.375053
192,-0.375053,-0.396281
193,-0.396281,-0.417509
194,-0.417509,-0.445812
195,-0.445812,-0.467040
196,-0.467040,-0.488268
197,-0.488268,-0.509496
198,-0.509496,-0.537799
199,-0.537799,-0.559027
200,-0.559027,-0.580255
201,-0.580255,-0.601483
202,-0.601483,-0.622711
203,-0.622711,-0.643938
204,-0.643938,-0.665166
205,-0.665166,-0.686394
206,-0.686394,-0.707622
207,-0.707622,-0.728849
208,-0.728849,-0.750077
209,-0.750077,-0.771305
210,-0.771305,-0.792533
211,-0.792533,-0.813761
212,-0.813761,-0.834988
213,-0.834988,-0.849140
214,-0.849140,-0.870368
215,-0.870368,-0.891596
216,-0.891596,-0.905748
217,-0.905748,-0.926975
218,-0.926975,-0.948203
219,-0.948203,-0.962355
220,-0.962355,-0.983583
221,-0.983583,-0.997735
222,-0.997735,-1.018962
223,-1.018962,-1.033114
224,-1.033114,-1.047266
225,-1.047266,-1.068494
226,-1.068494,-1.082646
227,-1.082646,-1.096798
228,-1.096798,-1.110950
229,-1.110950,-1.125101
230,-1.125101,-1.139253
231,-1.139253,-1.153405
232,-1.153405,-1.167557
233,-1.167557,-1.181709
234,-1.181709,-1.195861
235,-1.195861,-1.210012
236,-1.210012,-1.224164
237,-1.224164,-1.231240
238,-1.231240,-1.245392
239,-1.245392,-1.259544
240,-1.259544,-1.266620
241,-1.266620,-1.280772
242,-1.280772,-1.287848
243,-1.287848,-1.302000
244,-1.302000,-1.309075
245,-1.309075,-1.316151
246,-1.316151,-1.323227
247,-1.323227,-1.337379
248,-1.337379,-1.344455
249,-1.344455,-1.351531
250,-1.351531,-1.358607
251,-1.358607,-1.365683
252,-1.365683,-1.372759
253,-1.372759,-1.372759
254,-1.372759,-1.379835
255,-1.379835,-1.386911
256,-1.386911,-1.393987
257,-1.393987,-1.393987
258,-1.393987,-1.401062
259,-1.401062,-1.401062
260,-1.401062,-1.408138
261,-1.408138,-1.408138
262,-1.408138,-1.408138
263,-1.408138,-1.415214
264,-1.415214,-1.415214
265,-1.415214,-1.415214
266,-1.415214,-1.415214
267,-1.415214,-1.415214
268,-1.415214,-1.415214
269,-1.415214,-1.415214
270,-1.415214,-1.415214
271,-1.415214,-1.408138
272,-1.408138,-1.408138
273,-1.408138,-1.408138
274,-1.408138,-1.401062
275,-1.401062,-1.401062
276,-1.401062,-1.393987
277,-1.393987,-1.393987
278,-1.393987,-1.386911
279,-1.386911,-1.386911
280,-1.386911,-1.379835
281,-1.379835,-1.372759
282,-1.372759,-1.365683
283,-1.365683,-1.358607
284,-1.358607,-1.351531
285,-1.351531,-1.344455
286,-1.344455,-1.337379
287,-1.337379,-1.330303
288,-1.330303,-1.323227
289,-1.323227,-1.316151
290,-1.316151,-1.302000
291,-1.302000,-1.294924
292,-1.294924,-1.280772
293,-1.280772,-1.273696
294,-1.273696,-1.259544
295,-1.259544,-1.252468
296,-1.252468,-1.238316
297,-1.238316,-1.224164
298,-1.224164,-1.217088
299,-1.217088,-1.202937
300,-1.202937,-1.188785
301,-1.188785,-1.174633
302,-1.174633,-1.160481
303,-1.160481,-1.146329
304,-1.146329,-1.132177
305,-1.132177,-1.118025
306,-1.118025,-1.103874
307,-1.103874,-1.089722
308,-1.089722,-1.075570
309,-1.075570,-1.054342
310,-1.054342,-1.040190
311,-1.040190,-1.026038
312,-1.026038,-1.004811
313,-1.004811,-0.990659
314,-0.990659,-0.969431
315,-0.969431,-0.955279
316,-0.955279,-0.934051
317,-0.934051,-0.919899
318,-0.919899,-0.898672
319,-0.898672,-0.877444
320,-0.877444,-0.863292
321,-0.863292,-0.842064
322,-0.842064,-0.820837
323,-0.820837,-0.799609
324,-0.799609,-0.778381
325,-0.778381,-0.764229
326,-0.764229,-0.743001
327,-0.743001,-0.721774
328,-0.721774,-0.700546
329,-0.700546,-0.679318
330,-0.679318,-0.658090
331,-0.658090,-0.636862
332,-0.636862,-0.615635
333,-0.615635,-0.587331
334,-0.587331,-0.566103
335,-0.566103,-0.544875
336,-0.544875,-0.523648
337,-0.523648,-0.502420
338,-0.502420,-0.481192
339,-0.481192,-0.452888
340,-0.452888,-0.431661
341,-0.431661,-0.410433
342,-0.410433,-0.382129
343,-0.382129,-0.360901
344,-0.360901,-0.339674
345,-0.339674,-0.311370
346,-0.311370,-0.290142
347,-0.290142,-0.268914
348,-0.268914,-0.240611
349,-0.240611,-0.219383
350,-0.219383,-0.191079
351,-0.191079,-0.169851
