Water Temperature (°C),pH Level,Dissolved Oxygen (mg/L),Ammonia Level (mg/L),Nitrate Level (mg/L),Fish Density (fish/m³),Feed Rate (kg/day),Yield (kg)
26.057068971960227,7.014218155488888,14.26194068431782,1.754095546675078,14.209214785586438,8.586509342105774,1.0162279376409205,51.71671893397911
10.092640460092056,6.803466045398516,7.286767796036088,1.8127989827954727,14.448426246052925,5.01297957873827,1.088614889763633,47.62770083567721
16.669983433822885,8.037532420097167,11.343636888716873,4.02857262834109,18.85269655008494,7.377251911910427,1.9529646170395214,104.75799746165843
17.963373871818867,8.43658445159447,7.220758706933205,1.64089741398806,19.666033519259436,7.586854635578508,1.9349638433801455,97.24076304644053
20.74791205875846,8.109760633852826,8.216699896595486,1.04529686853423,27.227766232733774,2.5656733531300477,0.5090111869930851,36.90741843925154
28.39711232825521,7.8257553331228955,13.48042089601484,0.42344170937653414,7.993988168322069,4.250944530782306,1.6410986759801045,91.65327993194254
16.926919887319226,6.60487805857909,12.28861442269947,2.333465604422042,34.562333189299466,6.735719408842215,0.4747610657173319,25.797146843051536
16.939064037924553,8.921221943985959,5.953992773132106,2.4106604945992096,8.378326965225325,1.6362694736592958,0.5057212079795076,28.929320673263973
24.750024962194967,8.496785479136436,9.287020209864336,4.204543552014536,15.515424105227376,4.253861689866609,1.3845767649126959,65.68216838850486
19.044358817796144,7.232055091752412,5.2916976364526445,1.1061934822303199,25.167256530307704,5.8131951965307325,0.8695020873163419,48.69685029146405
14.49209645879964,8.949925823397127,9.80890146603009,1.9049563683419994,39.822028076173865,9.966020437401749,1.8699343735023883,94.08876809516086
19.04879032265387,8.004703974090805,11.62434011701068,4.0420286944684545,36.97346166193636,5.270802063601966,0.2691184963024168,6.808905329357071
12.817140407595996,7.956056645518116,6.185026235981516,4.118118053744867,32.276717820526116,8.344510814028911,1.0718987175380368,52.128257512519205
13.527739730124466,8.37018294857383,7.888849389091657,1.923055379893841,7.788663029008508,4.88860556559956,1.8451909078419304,92.73298739477494
19.967355454789594,8.529424470225344,8.97836625502157,2.2956201164334047,27.352267280778886,8.16751650357738,1.8178159549110597,93.30031325790384
18.378508990090957,8.141196518328757,14.195310246560497,1.5164294542464147,4.3723250899942725,6.358733214580976,0.3974055054899083,19.13922639527118
28.296918021362,6.8202393659155,14.93255015422964,4.66277439209656,18.86815883983254,8.979358973521585,0.7966116301832672,49.937620001038795
17.24787798233266,7.345668764986246,5.449112989956158,0.5932188287079015,20.67582651449796,4.698482971150989,1.276330660088723,73.27785227164195
21.61176700556087,8.820209100815124,12.61007923495392,4.66874711500735,1.9905719722876913,6.43873977839331,0.4028502810656641,24.63134519278745
22.645285758390607,7.06153902960963,8.717240664023432,3.4193322591767163,13.699404973498591,6.670168125569447,1.9392421268869036,97.13325217410521
10.261889131766672,7.430417559593783,8.9245818622948,2.657860763433656,47.78247336332447,4.7564464762042595,1.8380237245825546,82.80303336673228
23.270747440334212,7.58019220736049,12.542649733470228,0.16329530392247937,47.681630391484475,2.2988083931873335,0.4172053401654915,39.788017491671475
13.560719337395028,7.598512474236131,14.184264321454087,2.3779809591100416,17.616352712626966,1.84203466221102,0.33019537639587226,18.353388027053516
29.221406349389103,8.032348956236314,14.509285945025484,2.0387405250136617,2.155005447416203,1.150043955396698,0.26227611733570405,16.960604930479438
12.973254555062258,8.85768959436177,10.771225860383208,0.8060940598756128,8.954746966409077,8.86180837820693,1.8279429616695992,97.91518937473963
18.292482474540474,7.101731779581263,8.571211593005028,3.2820480175032847,19.610889671677008,3.128274210148251,0.46788523861137543,29.867756896541838
11.706993361572877,6.8037534407522955,12.875490858587792,4.855754536841429,47.38898489846149,2.9035607435359125,0.890941364234274,40.807502537792935
29.937485036918947,6.993676224649843,7.510013832623002,2.8109440553226257,7.059953176859246,7.62431860383459,0.9528175947388057,58.89511574359219
20.04390020662485,8.717312250523173,10.640740288335177,3.573766382219729,38.175792183410614,3.8801450177865258,1.2381209840057783,68.31483424808829
21.907700346400876,8.114527031638016,8.58578461524873,0.3422522628300839,5.434126968734604,5.554402231706529,0.23629715312010743,14.037914220304923
11.34152954776855,7.2147669730979,11.566310737078762,2.0883349790849737,49.06287886956384,2.4625995876771065,0.5308413730609803,24.71216917832801
24.999209407983557,8.539867347421543,7.403989128935069,0.5817924258224794,19.080824955456748,9.637711493157724,1.8698317351459595,106.09624837023392
14.198111861911716,8.65342499090859,6.915929457348257,3.063979177682552,38.7617269449528,8.664232600155136,1.825979203810282,77.25055846613996
27.961085788814273,8.616285846725695,14.182390866754371,4.692410791070773,17.129554140556593,8.774106606685029,1.5844522300708153,80.31531536556943
14.102792809640142,8.797316334098886,6.018036829495369,3.308888662358193,31.383443857940435,4.660963737148046,0.13686236667460933,-1.4943697903181627
13.813754413273331,7.130602550433404,10.059579077349316,0.38401524157210765,9.600804237001837,7.8612509233645556,0.721312860142594,39.07088565626972
10.730993356961898,8.387604821865695,7.208527829630089,1.7733310249254142,7.301050964848127,2.2948853985080215,1.2931215971515249,64.27632093559399
19.441338902199984,7.65134874318535,5.389299633256675,2.7533168972042574,46.903206978406565,1.0775710233260225,0.6228614023696037,30.75547603184547
21.29682266525233,8.604996382225153,5.360188182914264,2.016038780666261,45.88236389522167,1.1797563932022532,1.8282147206021768,92.07843664437182
11.314172788567047,8.321226692904034,6.7522177210582734,4.168220052375862,44.37344701064412,6.279415636641044,1.3043899774816397,56.14203590196795
25.51055233390021,8.441118616249312,13.667703545060002,4.073355023549946,31.271672508329672,5.098554147231467,0.23662276290124665,25.530690841237934
19.065776694960554,8.140404594202678,7.824787439770267,3.059155100516107,40.413410560813915,5.662138140176678,1.8271106187878359,101.85922125560856
20.4878053865516,6.943571923674267,14.504591705752958,1.8672897256635261,3.4518468455687454,1.0671682637549746,1.919756650534823,95.49018393124875
18.81525493876456,7.862567297242346,10.816222929891936,1.2766818688162207,16.73945209453396,4.804179576916831,0.24765359494427844,25.547720833707075
18.01526121750652,8.96167434881127,9.366141897687662,0.5293715910656466,15.68515623785781,7.462613450807748,1.1114844462364983,59.795958422118844
21.19280662616436,8.843470166242797,10.800888346694546,1.7744884174327702,31.78226609763066,4.984243317706923,0.6763921362069238,39.43458699932742
13.10480491861425,6.607934339492529,10.166983852262678,2.0658625860385977,17.797888673532025,7.58997285681,0.8463942453146645,43.83645554020826
13.638562609905422,6.912037039323593,12.587762537573251,3.379114625520368,7.42533908218404,3.097170679571513,0.44133731411514954,18.619014538933186
27.235712420270346,6.829321933636405,7.824960659728522,3.2907991214878676,29.823353770677187,8.318278040335528,1.198336993823584,67.990219024261
28.922309242672654,8.314949774963239,8.530503916003024,0.35054069820628475,40.719196033454075,6.295881164081071,1.920160771172892,106.31918337111772
17.46618632559506,8.544463324642363,13.940943025332507,1.976296577155789,19.10617472299866,2.896867894869156,1.0558379405160572,54.48459125814009
15.414893462871076,7.03377841577668,14.464565131504054,0.9088943360868096,6.613435754924085,3.1304842826844963,0.2575377046495142,12.053530406461858
22.879990864780314,7.764631732379573,13.925582274864745,0.7840635265840284,9.834409865641152,6.652274181125834,1.278002533607076,67.51313827299718
18.17468342196193,8.601757570028,9.194479939573135,4.13651074868623,11.8741652584692,8.46945633891199,0.7464236894573884,28.13256341198968
10.507727113206897,8.332003861915627,12.803655030068818,0.20957608358128765,14.994879649726812,4.740650038262396,1.726257860223466,91.66790772606241
